4.33,368.33,-0.07,0.71,0.05,1
17.33,383.67,-0.07,0.71,0.05,1
23.33,389.67,-0.07,0.71,0.05,1
32.00,395.67,-0.07,0.70,0.05,1
45.00,405.67,-0.07,0.70,0.05,1
60.00,416.33,-0.07,0.70,0.06,1
80.33,431.00,-0.07,0.70,0.06,1
100.00,447.67,-0.07,0.71,0.06,1
120.00,467.67,-0.07,0.71,0.07,1
139.00,488.33,-0.06,0.71,0.07,1
155.67,508.00,-0.06,0.71,0.06,1
167.33,523.33,-0.05,0.70,0.06,1
178.00,539.67,-0.04,0.70,0.05,1
189.00,558.00,-0.04,0.70,0.05,1
198.33,573.33,-0.03,0.70,0.06,1
207.67,590.00,-0.03,0.70,0.06,1
216.00,605.67,-0.03,0.70,0.06,1
222.33,620.67,-0.03,0.70,0.05,1
226.67,632.00,-0.03,0.70,0.05,1
230.33,640.33,-0.03,0.70,0.05,1
233.00,646.67,-0.03,0.70,0.04,1
235.00,651.67,-0.03,0.70,0.04,1
236.33,655.33,-0.03,0.70,0.04,1
237.33,657.33,-0.04,0.71,0.04,1
238.67,659.00,-0.03,0.71,0.04,1
239.33,660.67,-0.03,0.72,0.04,1
240.33,660.67,-0.03,0.72,0.04,1
240.33,644.33,-0.03,0.72,0.03,1
227.67,610.00,-0.03,0.72,0.03,1
212.33,574.00,-0.03,0.72,0.03,1
192.33,543.00,-0.03,0.73,0.03,1
168.33,513.67,-0.03,0.74,0.03,1
137.67,483.33,-0.02,0.75,0.03,1
105.33,452.00,-0.01,0.76,0.03,1
78.67,430.00,0.01,0.76,0.02,1
63.00,418.33,0.01,0.77,0.02,1
57.33,413.33,0.01,0.76,0.02,1
52.33,408.67,0.00,0.76,0.01,1
45.00,404.00,-0.00,0.76,0.01,1
36.67,399.33,0.00,0.76,0.02,1
31.00,399.00,0.00,0.77,0.02,1
31.00,399.67,0.01,0.77,0.02,1
33.67,412.67,0.01,0.77,0.02,1
48.67,433.33,0.01,0.76,0.02,1
67.33,461.00,0.02,0.75,0.03,1
79.33,482.33,0.02,0.73,0.03,1
84.00,498.67,0.03,0.72,0.04,1
86.33,510.67,0.03,0.71,0.04,1
87.00,520.67,0.04,0.70,0.05,1
87.00,532.00,0.05,0.69,0.06,1
87.00,545.67,0.05,0.69,0.06,1
87.00,570.67,0.06,0.69,0.06,1
90.00,598.33,0.07,0.69,0.06,1
94.00,618.00,0.09,0.68,0.06,1
99.33,630.33,0.09,0.68,0.07,1
107.33,642.33,0.09,0.67,0.07,1
112.67,649.67,0.09,0.67,0.07,1
116.33,657.00,0.08,0.67,0.07,1
117.00,665.33,0.08,0.68,0.07,1
117.00,672.67,0.08,0.69,0.07,1
116.67,677.33,0.08,0.69,0.07,1
111.33,678.67,0.09,0.69,0.07,1
97.67,670.00,0.09,0.70,0.07,1
81.67,637.00,0.10,0.70,0.07,1
67.33,604.67,0.11,0.70,0.06,1
58.33,586.67,0.12,0.70,0.06,1
52.33,576.67,0.13,0.71,0.06,1
46.67,568.33,0.14,0.71,0.05,1
43.00,559.00,0.14,0.71,0.05,1
42.33,549.33,0.14,0.71,0.05,1
41.67,538.67,0.13,0.72,0.05,1
41.67,522.33,0.13,0.72,0.05,1
40.33,507.33,0.11,0.74,0.06,1
39.67,502.00,0.11,0.75,0.06,1
39.33,502.00,0.11,0.75,0.06,1
39.33,511.00,0.11,0.76,0.06,1
39.33,528.00,0.10,0.75,0.07,1
39.33,545.67,0.10,0.75,0.07,1
39.33,557.67,0.10,0.75,0.07,1
39.33,572.33,0.10,0.73,0.07,1
39.33,585.67,0.10,0.72,0.07,1
39.33,594.00,0.09,0.71,0.08,1
39.33,600.33,0.09,0.71,0.08,1
39.33,603.67,0.08,0.69,0.08,1
39.33,604.67,0.08,0.68,0.09,1
37.33,605.00,0.08,0.68,0.09,1
35.33,605.33,0.09,0.67,0.08,1
35.00,606.00,0.10,0.67,0.08,1
34.67,607.67,0.09,0.67,0.08,1
34.67,610.00,0.09,0.67,0.08,1
34.67,610.67,0.09,0.66,0.09,1
34.67,611.00,0.09,0.66,0.08,1
34.67,611.33,0.09,0.65,0.08,1
36.33,614.33,0.09,0.65,0.08,1
45.67,625.00,0.08,0.65,0.08,1
73.67,646.00,0.08,0.65,0.08,1
111.00,665.67,0.07,0.64,0.08,1
148.67,675.67,0.06,0.64,0.08,1
183.00,675.67,-0.00,0.65,0.06,1
206.67,668.33,-0.02,0.65,0.04,1
225.67,662.67,-0.06,0.66,0.02,1
242.33,661.00,-0.08,0.66,-0.00,1
257.00,661.00,-0.09,0.66,-0.01,1
268.67,661.00,-0.13,0.66,-0.02,1
280.67,663.33,-0.14,0.67,-0.03,1
292.00,666.00,-0.17,0.68,-0.03,1
300.33,667.33,-0.18,0.68,-0.04,1
306.67,669.67,-0.21,0.69,-0.05,1
313.33,671.67,-0.21,0.69,-0.05,1
320.67,674.00,-0.22,0.68,-0.06,1
326.33,675.00,-0.23,0.68,-0.06,1
331.67,675.67,-0.24,0.67,-0.06,1
335.00,675.67,-0.25,0.67,-0.06,1
338.00,676.00,-0.26,0.67,-0.05,1
340.67,677.00,-0.26,0.67,-0.04,1
342.33,678.00,-0.27,0.67,-0.04,1
344.00,678.67,-0.28,0.66,-0.03,1
344.67,679.00,-0.29,0.66,-0.03,1
345.00,679.33,-0.30,0.65,-0.03,1
341.67,679.33,-0.30,0.65,-0.02,1
332.67,675.33,-0.29,0.65,-0.01,1
322.00,670.33,-0.27,0.66,-0.00,1
305.67,665.00,-0.26,0.67,0.00,1
288.00,664.67,-0.23,0.68,0.01,1
265.00,664.67,-0.18,0.68,0.02,1
240.00,664.67,-0.16,0.68,0.02,1
211.67,662.33,-0.10,0.68,0.04,1
175.67,658.67,-0.08,0.68,0.05,1
138.67,657.00,0.01,0.70,0.08,1
101.00,651.00,0.04,0.71,0.09,1
68.67,640.33,0.09,0.73,0.11,1
49.67,629.33,0.10,0.74,0.12,1
37.67,621.67,0.13,0.75,0.13,1
29.67,617.00,0.14,0.76,0.12,1
24.33,612.33,0.14,0.75,0.12,1
22.33,609.00,0.13,0.74,0.12,1
22.33,607.33,0.12,0.71,0.11,1
23.33,607.33,0.12,0.70,0.11,1
27.00,607.33,0.11,0.68,0.10,1
31.00,607.33,0.11,0.68,0.10,1
34.00,607.33,0.10,0.68,0.10,1
37.33,606.00,0.10,0.69,0.10,1
46.00,597.00,0.09,0.70,0.09,1
61.00,580.00,0.09,0.70,0.09,1
76.33,564.00,0.07,0.71,0.09,1
90.33,554.33,0.05,0.71,0.08,1
105.33,548.33,0.02,0.72,0.08,1
123.67,547.33,0.00,0.72,0.08,1
147.67,547.33,-0.06,0.72,0.07,1
173.00,553.67,-0.09,0.73,0.06,1
197.67,562.33,-0.11,0.73,0.06,1
223.33,570.00,-0.15,0.76,0.05,1
249.67,577.00,-0.15,0.76,0.05,1
274.00,583.67,-0.18,0.77,0.04,1
291.00,590.67,-0.20,0.77,0.03,1
306.00,599.00,-0.27,0.75,-0.00,1
316.67,605.67,-0.28,0.75,-0.01,1
324.67,611.00,-0.29,0.74,-0.01,1
331.00,614.00,-0.30,0.74,-0.01,1
336.33,616.33,-0.31,0.74,-0.01,1
340.00,616.67,-0.32,0.74,-0.01,1
343.33,616.67,-0.34,0.74,-0.01,1
346.00,616.67,-0.36,0.75,-0.00,1
348.00,616.00,-0.37,0.75,0.00,1
350.00,614.00,-0.38,0.76,0.01,1
351.00,611.00,-0.38,0.76,0.01,1
351.33,606.67,-0.38,0.76,0.01,1
351.67,603.33,-0.38,0.76,0.01,1
351.67,601.00,-0.39,0.76,0.01,1
351.67,598.67,-0.40,0.78,0.03,1
345.00,594.00,-0.39,0.78,0.03,1
334.33,588.33,-0.38,0.78,0.03,1
321.00,581.00,-0.35,0.78,0.03,1
309.00,578.67,-0.33,0.78,0.03,1
292.00,576.00,-0.31,0.78,0.03,1
274.00,572.00,-0.25,0.76,0.02,1
252.67,563.67,-0.22,0.76,0.02,1
230.33,556.67,-0.18,0.77,0.03,1
206.33,551.67,-0.12,0.78,0.06,1
182.67,546.67,-0.12,0.78,0.06,1
160.33,539.67,-0.08,0.79,0.10,1
139.67,532.00,-0.05,0.80,0.12,1
115.67,524.33,-0.04,0.81,0.13,1
87.67,518.67,-0.04,0.82,0.13,1
68.33,516.00,-0.02,0.83,0.14,1
56.67,512.00,0.01,0.84,0.15,1
46.33,503.67,0.02,0.84,0.16,1
39.00,491.33,0.03,0.85,0.16,1
33.33,483.67,0.03,0.85,0.16,1
30.33,482.33,0.03,0.85,0.16,1
29.33,482.33,0.03,0.85,0.16,1
34.00,479.67,0.04,0.82,0.14,1
44.67,469.33,0.04,0.82,0.14,1
62.33,454.33,0.02,0.82,0.14,1
84.33,444.67,0.01,0.83,0.13,1
111.67,444.33,-0.04,0.84,0.13,1
147.67,451.67,-0.06,0.84,0.12,1
182.00,468.67,-0.11,0.86,0.10,1
211.33,485.33,-0.14,0.86,0.09,1
231.67,497.00,-0.16,0.87,0.08,1
245.33,503.67,-0.17,0.87,0.08,1
257.00,507.67,-0.19,0.86,0.08,1
266.67,511.00,-0.22,0.85,0.08,1
276.33,513.67,-0.24,0.84,0.07,1
287.00,518.67,-0.26,0.83,0.07,1
297.33,525.33,-0.29,0.83,0.07,1
304.33,531.67,-0.31,0.83,0.08,1
310.33,535.33,-0.32,0.84,0.08,1
316.00,538.33,-0.33,0.84,0.09,1
321.00,539.33,-0.35,0.84,0.09,1
324.33,540.00,-0.36,0.85,0.09,1
327.00,540.67,-0.36,0.86,0.08,1
329.00,541.00,-0.36,0.86,0.08,1
331.00,541.67,-0.37,0.86,0.07,1
332.67,542.67,-0.37,0.86,0.07,1
334.67,543.33,-0.37,0.86,0.07,1
336.33,544.33,-0.38,0.86,0.06,1
338.33,544.67,-0.37,0.87,0.05,1
339.33,545.00,-0.36,0.87,0.03,1
340.33,545.33,-0.34,0.87,0.02,1
341.00,545.67,-0.34,0.88,0.01,1
341.33,546.00,-0.34,0.88,0.01,1
341.33,546.33,-0.34,0.87,0.01,1
341.33,547.33,-0.34,0.88,0.00,1
341.67,548.67,-0.32,0.87,-0.01,1
341.67,549.00,-0.31,0.87,-0.01,1
340.67,549.00,-0.29,0.86,-0.02,1
331.67,546.33,-0.27,0.86,-0.02,1
317.00,539.00,-0.25,0.85,-0.02,1
295.00,530.67,-0.22,0.83,-0.02,1
271.33,521.67,-0.20,0.82,-0.02,1
247.33,512.33,-0.16,0.81,-0.03,1
