67.67,662.33,-0.05,0.59,0.04,right
70.33,656.67,-0.05,0.59,0.04,right
70.33,645.67,-0.05,0.59,0.04,right
70.33,630.00,-0.05,0.59,0.05,right
70.33,610.00,-0.05,0.60,0.05,right
70.33,592.67,-0.05,0.61,0.05,right
70.00,580.00,-0.05,0.61,0.05,right
70.00,567.00,-0.05,0.62,0.05,right
70.00,553.67,-0.05,0.62,0.05,right
70.00,540.67,-0.04,0.62,0.05,right
70.00,532.33,-0.04,0.62,0.06,right
70.00,526.00,-0.04,0.63,0.06,right
70.33,520.33,-0.03,0.63,0.07,right
71.00,514.67,-0.03,0.63,0.07,right
71.67,509.33,-0.02,0.63,0.07,right
72.00,506.00,-0.02,0.64,0.07,right
72.33,504.00,-0.02,0.64,0.07,right
72.33,502.33,-0.01,0.64,0.08,right
72.33,501.67,-0.01,0.64,0.08,right
70.67,501.67,-0.01,0.64,0.08,right
64.67,502.00,-0.01,0.64,0.08,right
54.67,508.33,-0.01,0.64,0.08,right
40.33,520.33,-0.01,0.64,0.08,right
21.67,536.67,-0.01,0.65,0.08,right
03.00,550.67,-0.01,0.64,0.08,right
87.33,560.33,-0.01,0.64,0.10,right
71.00,571.33,-0.01,0.64,0.10,right
58.00,581.67,0.00,0.64,0.10,right
48.67,589.33,0.01,0.64,0.10,right
41.00,596.00,0.02,0.64,0.09,right
33.67,602.33,0.03,0.64,0.09,right
26.00,607.33,0.04,0.64,0.10,right
17.67,611.00,0.04,0.66,0.10,right
09.00,614.00,0.04,0.66,0.10,right
02.33,616.67,0.05,0.67,0.10,right
96.33,618.67,0.06,0.67,0.10,right
91.00,620.00,0.07,0.67,0.11,right
86.00,620.67,0.08,0.67,0.11,right
81.33,621.00,0.09,0.68,0.11,right
77.00,621.00,0.09,0.69,0.11,right
73.00,621.00,0.09,0.69,0.11,right
69.67,621.00,0.09,0.71,0.11,right
67.00,620.00,0.09,0.71,0.11,right
64.33,618.67,0.10,0.72,0.11,right
62.33,617.00,0.10,0.72,0.11,right
60.33,614.67,0.11,0.72,0.11,right
58.67,612.00,0.11,0.72,0.11,right
58.33,609.33,0.12,0.72,0.11,right
58.33,605.00,0.12,0.73,0.11,right
58.33,598.33,0.12,0.73,0.11,right
58.67,591.00,0.12,0.73,0.11,right
62.00,583.33,0.12,0.73,0.11,right
65.67,577.33,0.11,0.73,0.11,right
70.33,570.00,0.11,0.73,0.11,right
75.33,564.00,0.11,0.72,0.11,right
83.00,557.67,0.11,0.72,0.11,right
92.67,551.67,0.10,0.72,0.11,right
04.33,545.00,0.10,0.72,0.11,right
19.00,538.67,0.09,0.72,0.11,right
33.33,533.33,0.09,0.72,0.11,right
60.00,526.67,0.05,0.70,0.13,right
95.33,523.33,0.04,0.69,0.13,right
13.33,523.33,0.03,0.69,0.13,right
30.67,523.33,0.02,0.68,0.13,right
44.00,525.33,0.00,0.67,0.13,right
55.67,528.33,-0.00,0.67,0.13,right
63.67,532.33,-0.02,0.66,0.12,right
68.67,535.00,-0.02,0.66,0.12,right
71.33,537.00,-0.02,0.65,0.12,right
73.00,538.67,-0.02,0.65,0.12,right
73.00,539.67,-0.02,0.65,0.12,right
70.33,540.33,-0.02,0.65,0.12,right
54.67,541.33,-0.03,0.65,0.12,right
21.00,547.00,-0.03,0.65,0.12,right
83.67,559.67,-0.03,0.65,0.12,right
42.00,577.00,-0.01,0.66,0.12,right
07.33,589.67,-0.01,0.66,0.12,right
89.33,594.33,0.02,0.68,0.12,right
78.00,597.33,0.02,0.68,0.12,right
69.33,600.33,0.06,0.69,0.11,right
63.67,602.00,0.06,0.69,0.11,right
58.67,603.67,0.09,0.70,0.10,right
55.67,604.33,0.11,0.71,0.10,right
52.00,605.33,0.13,0.72,0.09,right
47.67,606.67,0.14,0.72,0.09,right
43.33,608.33,0.16,0.72,0.08,right
39.67,609.67,0.17,0.72,0.09,right
37.00,610.33,0.21,0.70,0.09,right
34.00,610.67,0.25,0.66,0.09,right
31.00,610.67,0.26,0.66,0.08,right
28.33,610.67,0.28,0.66,0.08,right
26.33,611.33,0.29,0.66,0.08,right
24.33,611.67,0.32,0.65,0.08,right
22.00,612.00,0.33,0.64,0.08,right
20.00,612.33,0.34,0.63,0.09,right
18.00,612.67,0.35,0.62,0.09,right
16.67,613.33,0.35,0.62,0.09,right
15.33,614.00,0.36,0.61,0.09,right
14.33,614.67,0.37,0.61,0.10,right
12.00,614.67,0.36,0.60,0.11,right
10.67,614.67,0.36,0.60,0.11,right
10.33,614.67,0.35,0.60,0.11,right
10.33,614.00,0.34,0.60,0.11,right
10.33,612.00,0.34,0.61,0.11,right
13.67,609.67,0.34,0.61,0.11,right
22.33,607.00,0.33,0.63,0.10,right
33.33,604.33,0.30,0.64,0.08,right
46.67,601.33,0.29,0.64,0.07,right
65.00,598.00,0.26,0.64,0.06,right
89.00,595.33,0.26,0.64,0.06,right
15.00,593.33,0.21,0.62,0.04,right
41.33,592.00,0.21,0.62,0.04,right
70.33,591.33,0.13,0.60,0.03,right
04.00,590.67,0.13,0.60,0.03,right
27.33,589.00,0.09,0.58,-0.00,right
45.00,586.33,0.08,0.58,-0.03,right
60.67,582.00,0.07,0.58,-0.04,right
68.67,579.00,0.07,0.59,-0.07,right
72.67,577.33,0.07,0.59,-0.07,right
75.33,576.67,0.07,0.59,-0.07,right
75.67,576.00,0.06,0.59,-0.08,right
75.67,575.67,0.06,0.58,-0.07,right
75.00,575.67,0.06,0.57,-0.07,right
67.67,575.67,0.06,0.57,-0.06,right
52.33,575.67,0.05,0.57,-0.06,right
28.00,576.67,0.06,0.57,-0.06,right
00.00,584.00,0.08,0.58,-0.06,right
65.67,598.67,0.08,0.58,-0.06,right
34.67,612.67,0.13,0.60,-0.07,right
11.33,617.67,0.16,0.61,-0.07,right
95.00,619.33,0.21,0.62,-0.07,right
84.00,622.00,0.25,0.64,-0.07,right
76.33,625.33,0.26,0.65,-0.07,right
68.00,627.00,0.27,0.66,-0.08,right
58.67,627.33,0.30,0.67,-0.08,right
50.67,627.33,0.33,0.69,-0.07,right
45.33,627.67,0.33,0.69,-0.07,right
39.33,627.67,0.33,0.70,-0.06,right
34.00,627.67,0.33,0.71,-0.04,right
29.33,627.67,0.34,0.70,-0.03,right
25.00,627.67,0.35,0.67,-0.01,right
21.33,627.67,0.34,0.64,0.01,right
18.67,627.67,0.34,0.63,0.02,right
16.00,627.67,0.34,0.62,0.03,right
14.33,627.67,0.35,0.62,0.03,right
14.00,627.67,0.35,0.62,0.03,right
14.00,628.00,0.35,0.60,0.03,right
14.00,628.67,0.35,0.60,0.03,right
14.00,630.00,0.35,0.55,0.04,right
14.00,630.67,0.35,0.52,0.05,right
13.67,631.00,0.35,0.50,0.06,right
13.33,631.33,0.35,0.47,0.07,right
13.00,631.67,0.35,0.47,0.07,right
12.67,631.67,0.34,0.46,0.08,right
12.00,631.67,0.34,0.46,0.08,right
11.00,631.67,0.35,0.46,0.07,right
11.00,631.33,0.35,0.46,0.07,right
11.00,630.00,0.35,0.49,0.06,right
14.33,628.33,0.34,0.51,0.05,right
21.33,624.67,0.34,0.51,0.04,right
32.33,620.67,0.34,0.51,0.04,right
47.67,616.67,0.33,0.52,0.03,right
64.67,612.67,0.32,0.52,0.03,right
89.67,608.33,0.30,0.52,0.02,right
16.67,604.33,0.25,0.51,0.01,right
42.33,603.67,0.25,0.51,0.01,right
60.67,603.67,0.20,0.48,-0.02,right
77.67,602.33,0.19,0.48,-0.03,right
92.67,598.67,0.17,0.47,-0.05,right
06.33,592.67,0.16,0.48,-0.07,right
18.33,588.33,0.15,0.52,-0.10,right
29.33,585.67,0.14,0.54,-0.12,right
38.00,585.67,0.13,0.57,-0.14,right
43.67,585.67,0.09,0.59,-0.15,right
47.00,585.00,0.08,0.58,-0.14,right
48.00,584.67,0.06,0.56,-0.13,right
48.00,584.00,0.06,0.55,-0.12,right
48.00,583.00,0.07,0.54,-0.13,right
36.67,583.00,0.07,0.54,-0.13,right
23.00,583.00,0.07,0.54,-0.12,right
07.67,584.33,0.10,0.52,-0.11,right
96.00,587.33,0.11,0.52,-0.11,right
83.67,591.00,0.15,0.51,-0.09,right
69.00,594.67,0.17,0.50,-0.09,right
52.67,597.67,0.19,0.51,-0.09,right
31.00,601.00,0.22,0.52,-0.08,right
13.33,605.00,0.22,0.52,-0.08,right
00.00,610.00,0.27,0.55,-0.06,right
92.00,615.67,0.27,0.55,-0.06,right
85.67,620.33,0.29,0.56,-0.05,right
76.67,624.33,0.29,0.57,-0.05,right
70.00,627.33,0.32,0.56,-0.06,right
64.00,628.67,0.33,0.54,-0.05,right
59.67,630.33,0.33,0.53,-0.04,right
55.67,631.33,0.33,0.51,-0.03,right
50.33,631.33,0.34,0.47,-0.01,right
43.33,631.33,0.35,0.47,-0.02,right
10.33,620.00,0.40,0.44,0.08,right
05.67,618.00,0.41,0.44,0.09,right
01.33,614.00,0.42,0.43,0.10,right
8.33,610.33,0.43,0.42,0.12,right
6.00,608.33,0.43,0.42,0.12,right
4.33,607.00,0.42,0.43,0.16,right
3.33,606.00,0.42,0.43,0.16,right
0.67,603.00,0.42,0.44,0.17,right
0.33,602.67,0.42,0.44,0.17,right
9.67,601.67,0.43,0.43,0.17,right
8.33,600.33,0.43,0.42,0.17,right
7.00,598.67,0.42,0.42,0.18,right
6.67,597.33,0.40,0.44,0.18,right
6.67,596.00,0.40,0.44,0.18,right
7.00,595.00,0.40,0.45,0.17,right
6.00,593.00,0.40,0.45,0.16,right
10.00,590.33,0.39,0.45,0.15,right
25.33,586.00,0.38,0.45,0.14,right
41.33,582.00,0.36,0.45,0.13,right
58.67,578.67,0.34,0.46,0.13,right
81.33,575.33,0.31,0.47,0.11,right
09.00,574.00,0.27,0.47,0.09,right
46.00,574.00,0.25,0.47,0.08,right
83.67,574.00,0.20,0.44,0.05,right
21.67,572.00,0.18,0.43,0.04,right
47.00,568.00,0.16,0.42,-0.00,right
62.67,565.00,0.16,0.42,-0.04,right
72.33,562.33,0.16,0.43,-0.06,right
80.00,559.00,0.16,0.45,-0.09,right
85.33,555.67,0.16,0.48,-0.12,right
87.00,554.00,0.16,0.50,-0.13,right
84.67,554.00,0.16,0.52,-0.15,right
74.67,554.00,0.16,0.52,-0.15,right
64.33,554.00,0.16,0.53,-0.15,right
47.67,554.00,0.18,0.53,-0.15,right
22.33,554.67,0.19,0.53,-0.15,right
82.33,570.67,0.21,0.54,-0.14,right
38.67,592.00,0.22,0.54,-0.14,right
05.00,605.00,0.25,0.54,-0.13,right
85.00,608.33,0.26,0.54,-0.12,right
68.67,611.67,0.29,0.57,-0.08,right
56.67,615.00,0.29,0.57,-0.08,right
46.00,617.00,0.33,0.59,-0.07,right
37.00,618.33,0.33,0.60,-0.06,right
30.00,619.33,0.34,0.60,-0.05,right
25.33,619.33,0.34,0.60,-0.04,right
21.67,619.33,0.34,0.60,-0.03,right
18.67,619.33,0.34,0.60,-0.02,right
16.00,618.33,0.34,0.61,-0.01,right
14.00,614.33,0.34,0.61,0.02,right
13.00,610.00,0.35,0.60,0.03,right
13.00,604.67,0.36,0.60,0.04,right
13.33,597.67,0.36,0.60,0.04,right
31.67,582.00,0.34,0.64,0.02,right
65.67,556.33,0.31,0.65,0.01,right
99.00,530.33,0.31,0.65,0.01,right
36.67,505.33,0.27,0.64,0.02,right
72.33,484.33,0.25,0.64,0.03,right
97.00,471.67,0.21,0.65,0.03,right
15.00,463.00,0.19,0.65,0.03,right
35.33,453.33,0.14,0.65,0.05,right
57.67,441.00,0.14,0.65,0.05,right
77.67,428.00,0.13,0.65,0.07,right
