367.67,662.33,-0.05,0.59,0.04,0
370.33,656.67,-0.05,0.59,0.04,0
370.33,645.67,-0.05,0.59,0.04,0
370.33,630.00,-0.05,0.59,0.05,0
370.33,610.00,-0.05,0.60,0.05,0
370.33,592.67,-0.05,0.61,0.05,0
370.00,580.00,-0.05,0.61,0.05,0
370.00,567.00,-0.05,0.62,0.05,0
370.00,553.67,-0.05,0.62,0.05,0
370.00,540.67,-0.04,0.62,0.05,0
370.00,532.33,-0.04,0.62,0.06,0
370.00,526.00,-0.04,0.63,0.06,0
370.33,520.33,-0.03,0.63,0.07,0
371.00,514.67,-0.03,0.63,0.07,0
371.67,509.33,-0.02,0.63,0.07,0
372.00,506.00,-0.02,0.64,0.07,0
372.33,504.00,-0.02,0.64,0.07,0
372.33,502.33,-0.01,0.64,0.08,0
372.33,501.67,-0.01,0.64,0.08,0
370.67,501.67,-0.01,0.64,0.08,0
364.67,502.00,-0.01,0.64,0.08,0
354.67,508.33,-0.01,0.64,0.08,0
340.33,520.33,-0.01,0.64,0.08,0
321.67,536.67,-0.01,0.65,0.08,0
303.00,550.67,-0.01,0.64,0.08,0
287.33,560.33,-0.01,0.64,0.10,0
271.00,571.33,-0.01,0.64,0.10,0
258.00,581.67,0.00,0.64,0.10,0
248.67,589.33,0.01,0.64,0.10,0
241.00,596.00,0.02,0.64,0.09,0
233.67,602.33,0.03,0.64,0.09,0
226.00,607.33,0.04,0.64,0.10,0
217.67,611.00,0.04,0.66,0.10,0
209.00,614.00,0.04,0.66,0.10,0
202.33,616.67,0.05,0.67,0.10,0
196.33,618.67,0.06,0.67,0.10,0
191.00,620.00,0.07,0.67,0.11,0
186.00,620.67,0.08,0.67,0.11,0
181.33,621.00,0.09,0.68,0.11,0
177.00,621.00,0.09,0.69,0.11,0
173.00,621.00,0.09,0.69,0.11,0
169.67,621.00,0.09,0.71,0.11,0
167.00,620.00,0.09,0.71,0.11,0
164.33,618.67,0.10,0.72,0.11,0
162.33,617.00,0.10,0.72,0.11,0
160.33,614.67,0.11,0.72,0.11,0
158.67,612.00,0.11,0.72,0.11,0
158.33,609.33,0.12,0.72,0.11,0
158.33,605.00,0.12,0.73,0.11,0
158.33,598.33,0.12,0.73,0.11,0
158.67,591.00,0.12,0.73,0.11,0
162.00,583.33,0.12,0.73,0.11,0
165.67,577.33,0.11,0.73,0.11,0
170.33,570.00,0.11,0.73,0.11,0
175.33,564.00,0.11,0.72,0.11,0
183.00,557.67,0.11,0.72,0.11,0
192.67,551.67,0.10,0.72,0.11,0
204.33,545.00,0.10,0.72,0.11,0
219.00,538.67,0.09,0.72,0.11,0
233.33,533.33,0.09,0.72,0.11,0
260.00,526.67,0.05,0.70,0.13,0
295.33,523.33,0.04,0.69,0.13,0
313.33,523.33,0.03,0.69,0.13,0
330.67,523.33,0.02,0.68,0.13,0
344.00,525.33,0.00,0.67,0.13,0
355.67,528.33,-0.00,0.67,0.13,0
363.67,532.33,-0.02,0.66,0.12,0
368.67,535.00,-0.02,0.66,0.12,0
371.33,537.00,-0.02,0.65,0.12,0
373.00,538.67,-0.02,0.65,0.12,0
373.00,539.67,-0.02,0.65,0.12,0
370.33,540.33,-0.02,0.65,0.12,0
354.67,541.33,-0.03,0.65,0.12,0
321.00,547.00,-0.03,0.65,0.12,0
283.67,559.67,-0.03,0.65,0.12,0
242.00,577.00,-0.01,0.66,0.12,0
207.33,589.67,-0.01,0.66,0.12,0
189.33,594.33,0.02,0.68,0.12,0
178.00,597.33,0.02,0.68,0.12,0
169.33,600.33,0.06,0.69,0.11,0
163.67,602.00,0.06,0.69,0.11,0
158.67,603.67,0.09,0.70,0.10,0
155.67,604.33,0.11,0.71,0.10,0
152.00,605.33,0.13,0.72,0.09,0
147.67,606.67,0.14,0.72,0.09,0
143.33,608.33,0.16,0.72,0.08,0
139.67,609.67,0.17,0.72,0.09,0
137.00,610.33,0.21,0.70,0.09,0
134.00,610.67,0.25,0.66,0.09,0
131.00,610.67,0.26,0.66,0.08,0
128.33,610.67,0.28,0.66,0.08,0
126.33,611.33,0.29,0.66,0.08,0
124.33,611.67,0.32,0.65,0.08,0
122.00,612.00,0.33,0.64,0.08,0
120.00,612.33,0.34,0.63,0.09,0
118.00,612.67,0.35,0.62,0.09,0
116.67,613.33,0.35,0.62,0.09,0
115.33,614.00,0.36,0.61,0.09,0
114.33,614.67,0.37,0.61,0.10,0
112.00,614.67,0.36,0.60,0.11,0
110.67,614.67,0.36,0.60,0.11,0
110.33,614.67,0.35,0.60,0.11,0
110.33,614.00,0.34,0.60,0.11,0
110.33,612.00,0.34,0.61,0.11,0
113.67,609.67,0.34,0.61,0.11,0
122.33,607.00,0.33,0.63,0.10,0
